amenity,name,lat,lon
atm,Сбербанк,59.961643,29.4195489
bicycle_rental,,59.95602,30.3089431
fast_food,Теремок,59.9652925,30.3125343
restaurant,Ресторанъ,59.9413383,30.3031417
restaurant,Старая таможня,59.9417412,30.3031892
atm,,59.9572553,30.3083716
doctors,Инвитро,59.8915223,30.3150849
veterinary,,60.1066686,30.4906442
beauty salon,,60.1084044,30.4851478
parking_entrance,,59.8807668,30.3157257
doctors,Асмедика,60.0434965,30.3832578
cafe,Романс,59.8789472,29.9182712
cafe,Вена,59.878996,29.9148142
cafe,,60.0370621,30.3577645
payment_terminal,,60.1230067,30.5010231
telephone,,60.1230739,30.5008587
waste_disposal,,59.8876616,30.3512368
bench,,59.8146769,30.7766184
waste_disposal,,59.8312209,29.8352148
clinic,Петродворцовая амбулатория ЦБЛР,59.8360677,29.8754467
waste_disposal,,59.9992814,30.2427345
payment_terminal,,60.1082639,30.4862767
toilets,,60.1083887,30.4850884
payment_terminal,,60.1096379,30.4862417
payment_terminal,,60.1124141,30.4855097
bar,Степка,59.8358176,30.1335624
cafe,Пироговый дворик,59.9872447,30.300882
waste_basket,,59.9230557,30.3523687
telephone,,59.8389831,29.878531
atm,,59.9288345,30.3858953
atm,Райффайзенбанк,59.9984251,30.2364478
bench,,59.7138375,30.388595
doctors,Наркологический диспансер г. Ломоносова,59.9050044,29.7696796
waste_disposal,,59.8682381,29.919392
waste_disposal,,59.8683287,29.9138599
waste_disposal,,59.8698417,29.9158142
pharmacy,Родник Здоровья,59.9627563,30.3521791
fast_food,Старый бар,59.8643256,29.9274037
fast_food,Теремок,60.0359757,30.3230436
fast_food,Хорошая шаверма,60.035952,30.3230224
waste_disposal,,60.0297044,30.4274385
fast_food,Hesburger,59.9380738,30.3480027
pub,Black beer,59.8773018,30.2580076
cafe,Горячая выпечка,60.1132928,30.5027738
car_wash,,60.1118855,30.5021664
payment_terminal,,60.1124932,30.5024921
car_wash,,59.8559409,29.9055335
atm,Росбанк,59.8492987,30.1439596
doctors,Балтмед,60.0419245,30.3155744
bank,Сбербанк,59.8383582,29.8781653
waste_basket,,59.8758816,30.3132224
waste_basket,,59.8756751,30.3136715
waste_basket,,59.8758713,30.3138092
waste_basket,,59.8759688,30.3132678
waste_basket,,59.875574,30.3133036
waste_basket,,59.8756384,30.3140579
waste_basket,,59.8755102,30.3152813
waste_basket,,59.8755545,30.3145484
waste_basket,,59.8754737,30.3152813
waste_disposal,,59.8753187,30.3154053
waste_basket,,59.8756402,30.3142047
waste_basket,,59.8755632,30.314949
waste_disposal,,60.1285494,30.520088
shelter,,60.1289429,30.519213
bench,,59.872069,30.3147138
bench,,59.8721153,30.3145966
waste_basket,,59.8721166,30.314627
bench,,59.8722235,30.3145525
waste_basket,,59.872261,30.3147782
bench,,59.8722615,30.3144799
bench,,59.8722764,30.3147779
bench,,59.8723375,30.3143502
waste_basket,,59.8723696,30.31441
bench,,59.8726176,30.3147009
waste_basket,,59.8726177,30.314668
bench,,59.8726351,30.3144878
waste_basket,,59.8726376,30.3148829
waste_basket,,59.8726524,30.3144848
bench,,59.872653,30.3148827
waste_basket,,59.8726966,30.3148804
bench,,59.872712,30.3148802
waste_basket,,59.8727595,30.3147391
bench,,59.8727647,30.3150551
waste_basket,,59.8728069,30.3144674
bench,,59.8728222,30.3144672
bench,,59.8728251,30.3146613
waste_basket,,59.8728264,30.3146917
waste_basket,,59.8736634,30.3157501
waste_basket,,59.8736634,30.3158358
waste_basket,,59.8737166,30.3157487
waste_basket,,59.8737166,30.3158412
bench,,59.8745268,30.3140797
bench,,59.8746874,30.3143951
bench,,59.8746962,30.3145687
waste_basket,,59.8747043,30.3143946
waste_basket,,59.874713,30.3145682
waste_basket,,59.8750494,30.3143843
bench,,59.8750617,30.3143843
waste_basket,,59.8751027,30.3143805
bench,,59.875115,30.3143805
waste_basket,,59.8751542,30.3145031
bench,,59.8751544,30.3145389
waste_basket,,59.8752883,30.3197025
restaurant,Philibert,59.9230308,30.3528246
cafe,Невские берега,59.9222258,30.3517813
dentist,Зубастик,59.9224595,30.3520303
bench,,59.92385,30.3534437
waste_basket,,59.9238311,30.3534174
fast_food,Max бургер,59.8887166,30.3250951
cafe,Клёцки по-флотски,59.888899,30.3252033
clinic,Антикас,59.9242319,30.3516368
clinic,XXI век,59.9240333,30.3511201
dentist,Все свои,59.92378,30.3509931
clinic,Медицинская комиссия,59.9236573,30.3509361
restaurant,La Perla Fish House,59.9231257,30.3505471
cafe,Бистро,59.9213127,30.3538681
cafe,Бистро,59.9215006,30.3542028
library,,59.9225118,30.3548337
dentist,,59.9227108,30.3549785
cafe,Генацвале,59.9228425,30.3550804
cafe,Столовая,59.9233399,30.3556169
dentist,Клиника эстетической стоматологии,59.9224769,30.3528327
clinic,АртМедика,59.9237444,30.350404
dentist,Мир стоматологии,59.9238267,30.3504527
restaurant,Biscuit Banquet,59.9235635,30.3491356
bicycle_rental,Gornostay,59.9487639,30.4077721
bench,,59.9494451,30.4065919
bench,,59.9497191,30.4061012
bench,,59.9498318,30.4066396
bench,,59.950249,30.4066873
bench,,59.9505737,30.4062151
bench,,59.9506575,30.4067481
bench,,59.951053,30.4062811
bench,,59.9514186,30.4063287
waste_disposal,,60.087493,29.9690605
dentist,МПЦ Романовский,59.9229869,30.3488718
bar,Краб Стори,59.9246642,30.346502
dentist,АрхиМед,59.9247636,30.3462828
bank,Глобэкс банк,59.9249152,30.3459593
clinic,Unimed,59.9256735,30.3466168
dentist,Центр доктора Розанова,59.9251051,30.348148
pharmacy,Аптека,59.924774,30.3489961
waste_disposal,,60.0663425,30.302301
waste_disposal,,60.0653643,30.3130281
waste_disposal,,60.0654969,30.3092942
drinking_water,,60.0505223,30.2920376
toilets,,60.0570935,30.2859237
waste_basket,,59.7685555,30.7850906
waste_basket,,59.7686745,30.7853268
waste_basket,,59.7687642,30.7855888
dentist,Стоматология,59.8774642,30.2579461
bicycle_parking,,59.9570244,30.3137597
drinking_water,,60.0320337,30.3072343
waste_disposal,,60.0487049,30.3262854
bench,,59.9190742,30.3829509
bench,,59.9195486,30.3833844
bench,,59.9198242,30.3836058
bench,,59.9200089,30.3837831
cafe,Летнее кафе,59.8498221,30.1720934
cafe,Летнее кафе,59.8504399,30.1686872
cafe,Штолле,59.936461,30.3161619
toilets,,59.9615602,30.3340095
cafe,Cup in Cup,59.9279852,30.3027133
cafe,COFiCO,59.9268557,30.3069001
driving_school,Абис-2,59.9679493,30.305536
atm,"Банк ""Санкт-Петербург""",59.9115832,29.7632497
pub,Smoke2,59.9128247,29.7773694
pub,Виктория,59.916494,29.7679669
police,МРЭО ГИБДД №16,59.9217653,29.7251101
car_wash,,59.9187266,29.7402063
pharmacy,Радуга,59.9131534,29.7706232
doctors,Helix,59.9144896,29.7712021
toilets,,59.9877607,30.3539763
toilets,,60.0522965,30.332442
toilets,,60.0913471,30.3794732
toilets,,60.0922467,30.3776493
recycling,,60.1159697,30.4662655
toilets,,59.9703186,30.2464002
toilets,,59.971497,30.248712
waste_disposal,,60.0454668,30.3219289
parking_entrance,,60.0526964,30.3290239
waste_disposal,,60.0506868,30.3183315
waste_disposal,,60.0510565,30.3223611
pharmacy,Аптека на Боровой,59.9193082,30.3465587
cafe,Еда как дома,59.9192991,30.346969
restaurant,Хачапури и Вино,59.9231992,30.3417943
bicycle_parking,,59.8713204,29.912625
pub,The Pub на Петроградке (Бар-Квартира),59.9567132,30.2931297
restaurant,Рубинштейн,59.9301148,30.3447952
cafe,Food studio,59.9287243,30.3513131
pub,Ring O'Bells,59.9289446,30.3492947
pharmacy,Грибная аптека,59.9288027,30.3504267
dentist,,59.9287753,30.3506314
veterinary,Ника,59.9457211,31.0343358
bench,,59.9437416,31.0414646
bench,,59.9437528,31.0414131
bench,,59.943765,31.0413579
waste_disposal,,59.9449103,31.0370153
bench,,60.1379693,30.5423841
waste_basket,,59.8787123,30.3191037
waste_basket,,59.879099,30.3189149
bank,Констанс-банк,59.8792768,30.3188298
waste_basket,,59.8786569,30.3191057
waste_basket,,59.8787365,30.3191015
bicycle_parking,,59.8788694,30.3189158
waste_basket,,59.8792048,30.3189558
bicycle_rental,,59.8788295,30.3193291
waste_basket,,59.8791756,30.3189577
waste_basket,,59.8785328,30.319087
waste_basket,,59.8759787,30.3189854
bank,Интерпрогрессбанк,59.8781338,30.318975
waste_basket,,59.8778937,30.3185111
waste_basket,,59.8779,30.3189927
waste_basket,,59.8778958,30.3185859
waste_basket,,59.8772306,30.3191856
waste_basket,,59.8769741,30.3191917
cafe,Изба панночки,59.8767265,30.3191049
waste_basket,,59.877713,30.3191574
fast_food,Subway,59.8777127,30.3190532
bicycle_rental,,59.8755692,30.31953
waste_basket,,59.8750629,30.3197238
waste_disposal,,60.0553995,30.3161799
waste_disposal,,60.0451337,30.3253737
waste_disposal,,60.0542916,30.3167845
waste_disposal,,60.0475705,30.3238019
waste_disposal,,60.0507269,30.3275503
waste_disposal,,60.0528721,30.3199195
bicycle_parking,,60.0537215,30.3245477
waste_disposal,,60.0544542,30.3208068
fuel,Киришиавтосервис 30,59.7539795,30.3211436
drinking_water,,59.72868,30.3545526
restaurant,Поднебесная,60.0128078,30.2649312
bicycle_parking,,59.998778,30.23608
waste_disposal,,59.9982068,30.1964855
bench,,60.0562024,30.3274037
bench,,60.0561385,30.3272559
bench,,60.0561484,30.3275311
waste_disposal,,60.054889,30.3302554
waste_disposal,,60.0549308,30.3331796
waste_disposal,,60.0560373,30.3328431
bench,,60.0560554,30.3273913
waste_disposal,,60.0577077,30.3272609
waste_disposal,,60.0587857,30.3259237
waste_disposal,,60.0564171,30.3356616
waste_disposal,,60.0566597,30.3344589
waste_disposal,,60.0581775,30.3287985
waste_disposal,,60.0574984,30.3312012
waste_disposal,,59.9182805,29.63434
post_office,530,59.9168845,29.642563
bench,,60.0528432,30.3194028
bench,,60.0528492,30.3193603
waste_basket,,60.0528708,30.3193297
bench,,60.0528975,30.3193842
pharmacy,Dr. Shpritz,60.1078023,30.5014699
waste_disposal,,60.1078455,30.498141
payment_terminal,,60.1114251,30.5007926
bench,,59.9430791,31.0384063
bicycle_parking,,59.880309,29.8290906
pub,Бакунин,59.9306376,30.3711657
waste_disposal,,59.9414456,31.0454006
waste_disposal,,59.8511128,30.1838333
dentist,Стоматология,59.8511727,30.1821343
waste_disposal,,60.0618971,30.3068852
waste_disposal,,60.0524649,30.3140191
waste_disposal,,60.052784,30.3135233
waste_disposal,,60.0589089,30.3171957
waste_disposal,,60.0553346,30.3114301
waste_disposal,,60.0574795,30.31621
cafe,,60.0579546,30.3187373
waste_disposal,,60.0570242,30.3221982
waste_disposal,,60.0571668,30.3183131
waste_disposal,,60.0595842,30.3212092
waste_disposal,,60.0603052,30.3232152
waste_disposal,,60.0610256,30.3245137
waste_disposal,,60.0624161,30.3199193
waste_disposal,,60.0630121,30.3099532
waste_disposal,,60.0613371,30.3214754
cafe,Летнее кафе,59.8488896,30.1701185
dentist,,60.0360066,30.3745162
cafe,,60.0360282,30.3744129
waste_disposal,,60.0422705,30.3788889
payment_terminal,,60.0368866,30.3768371
dentist,Вима-стом,60.0427876,30.3774886
school,Детская школа искусств им. Бородина,60.0421639,30.3798084
cafe,Дуэт,60.0398514,30.3718227
drinking_water,Ключ здоровья,60.0354455,30.3737168
waste_disposal,,60.0343366,30.3785718
doctors,,60.0351857,30.3749183
pharmacy,Первая помощь,60.0360786,30.3741702
cafe,Подиум,60.0351704,30.3749947
waste_disposal,,60.0354002,30.3734075
waste_disposal,,60.0376218,30.3814495
waste_disposal,,60.0399341,30.3755306
waste_disposal,,60.0375386,30.3705429
waste_disposal,,60.0380806,30.3739663
payment_terminal,,60.0399769,30.3768613
waste_disposal,,60.0432606,30.3768989
cafe,Летнее кафе,59.848278,30.1713363
fast_food,Бистро,60.0176146,30.3786183
veterinary,Центр ветеринарной медицины,60.0193266,30.3772256
waste_disposal,,60.0168777,30.3825614
waste_disposal,,60.0179671,30.3847726
waste_disposal,,60.0197939,30.3748364
waste_disposal,,60.0219169,30.3890972
waste_disposal,,60.0220495,30.3775693
waste_disposal,,60.0220727,30.3850099
waste_disposal,,59.9238291,29.5520132
waste_disposal,,59.9243069,29.5543583
waste_disposal,,59.9255267,29.5481296
bar,РосАл,59.7497386,30.5853172
clinic,Доктор,59.9436037,31.0416192
bicycle_parking,,59.9289497,30.344925
waste_disposal,,60.0528265,30.3398504
fast_food,Бистро,60.0562136,30.3566527
community_centre,"Дом детского творчества ""Олимп""",60.0548798,30.3610427
doctors,Отделение скорой медицинской помощи,60.0561627,30.3388407
waste_disposal,,60.0544292,30.3376552
waste_disposal,,60.0559389,30.339672
waste_disposal,,60.053343,30.3370028
waste_disposal,,60.0543133,30.3399473
waste_disposal,,60.0547018,30.3607172
waste_disposal,,60.0549879,30.3505327
waste_disposal,,60.0549703,30.3436988
waste_disposal,,60.0553995,30.3510287
waste_disposal,,60.0559993,30.3408967
waste_disposal,,60.0557568,30.3562208
waste_disposal,,60.0557836,30.3463519
waste_disposal,,60.0558306,30.3551377
waste_disposal,,60.0562091,30.344665
waste_disposal,,60.0562326,30.3445517
waste_disposal,,60.0568186,30.3510688
waste_disposal,,60.0574822,30.348106
waste_disposal,,60.057507,30.3407211
waste_disposal,,60.0584013,30.3425209
waste_disposal,,60.057947,30.3459626
bench,,59.9397731,31.0302672
bench,,59.9397731,31.0303142
bench,,59.9398292,31.0303276
waste_disposal,,59.8321187,30.3264599
taxi,,59.7996721,30.2736797
bicycle_rental,Велогород,60.0074424,30.258268
bicycle_rental,Велогород,59.9813124,30.2995018
bench,,59.9382237,31.0420055
bicycle_parking,,59.9449725,30.2929797
bar,Биржа,59.9449992,30.2929417
waste_basket,,59.896357,30.429997
waste_basket,,59.8965701,30.4303599
waste_basket,,59.8965942,30.430412
waste_basket,,59.8969153,30.4306079
waste_basket,,59.8969811,30.4304226
bench,,59.8970672,30.4306627
waste_basket,,59.8970858,30.4302898
waste_basket,,59.8970902,30.4306613
waste_basket,,59.8971061,30.4302941
waste_basket,,59.8971632,30.4285826
waste_basket,,59.8972213,30.4287739
waste_basket,,59.8972276,30.4313099
waste_disposal,,59.8973452,30.4310678
waste_disposal,,59.8976256,30.4289687
clinic,Энерго,59.9020953,30.3239266
hospital,"Медицинский диагностический центр «Клиника «Энерго», южное отделение",59.8526653,30.3014891
driving_school,Смольный,59.8964271,30.4264961
doctors,Отделение лечебно-трудовой реабилитации психоневрологическог диспансера Невского района,59.8979383,30.428922
cafe,Синица,59.8974914,30.4275141
waste_basket,,59.8952709,30.4260446
waste_basket,,59.8956516,30.4279389
waste_basket,,59.8958721,30.4288304
waste_basket,,59.8960062,30.4291693
waste_basket,,59.8970994,30.4271513
waste_basket,,59.8971455,30.4272343
waste_basket,,59.8972353,30.4277202
waste_basket,,59.8975889,30.4275273
waste_basket,,59.8976264,30.4294832
bench,,59.8977044,30.4293187
waste_basket,,59.8977224,30.4292903
waste_basket,,59.8977338,30.4287752
waste_basket,,59.897745,30.4290489
bench,,59.8977465,30.4290908
waste_basket,,59.8977577,30.4292364
waste_basket,,59.8977649,30.429853
bench,,59.8977757,30.4292768
waste_basket,,59.8978027,30.4292798
waste_basket,,59.897826,30.4294039
waste_basket,,59.8978744,30.4295329
waste_basket,,59.8978789,30.4296899
bench,,59.8978987,30.4295924
waste_basket,,59.8979127,30.4296331
waste_basket,,59.8983841,30.4300441
cafe,Wave burgers,59.928765,30.3250932
waste_basket,,59.8094058,30.3636832
bench,,59.8094085,30.3637039
waste_basket,,59.8094113,30.3637259
waste_basket,,59.8094207,30.3637858
bench,,59.8094234,30.3638066
waste_basket,,59.8094262,30.3638285
waste_basket,,59.8094618,30.3642487
waste_basket,,59.8094751,30.3643415
waste_basket,,59.8094884,30.3644275
waste_basket,,59.8095068,30.3635627
bench,,59.8095094,30.3635834
waste_basket,,59.8095096,30.3638631
waste_basket,,59.8095122,30.3636054
bench,,59.8095122,30.3638838
waste_basket,,59.809515,30.3639058
waste_basket,,59.8095247,30.363829
waste_basket,,59.8095355,30.3635455
bench,,59.8095382,30.3635663
bench,,59.8095399,30.3638213
waste_basket,,59.809541,30.3635882
waste_basket,,59.809552,30.3638126
bench,,59.8095643,30.3638057
waste_basket,,59.8095782,30.363799
bench,,59.8095917,30.3637935
waste_basket,,59.8096131,30.363808
waste_basket,,59.8096134,30.3640523
bench,,59.8096158,30.3638288
waste_basket,,59.8096186,30.3638507
waste_basket,,59.8096257,30.364045
waste_basket,,59.8096589,30.3635412
bench,,59.8096615,30.3635619
waste_basket,,59.8096643,30.3635839
waste_basket,,59.8096754,30.3636619
bench,,59.8096781,30.3636827
waste_basket,,59.8096809,30.3637046
waste_basket,,59.8098953,30.3639006
waste_basket,,59.809912,30.3638903
police,Пост ДПС,59.993858,30.5385822
police,Пост ДПС,59.9941701,30.5381778
police,Пост ДПС,59.801402,30.3236869
police,Пост ДПС,59.8014117,30.3248296
police,Пост ДПС,59.8260169,30.2928345
police,Пост ДПС,59.7652953,30.465517
police,Пост ДПС,59.9455013,30.5178191
police,Пост ДПС,59.9458626,30.5177743
police,Пост ДПС,60.0413426,30.4425721
police,Пост ДПС,60.0415454,30.4420322
police,Пост ДПС,60.0559802,30.3850051
police,Пост ДПС,60.0565719,30.384732
parking_entrance,Паркинг СВ1,60.0672935,30.4046668
parking_entrance,Паркинг СВ2,60.0667143,30.404616
waste_basket,,59.9285881,30.2534369
toilets,,59.931661,30.3584281
toilets,,59.9319469,30.3589886
toilets,,59.932039,30.3596716
toilets,,59.9322453,30.3596993
toilets,,59.93342,30.3326967
toilets,,59.9362677,30.3419239
bench,,60.1116695,30.48732
toilets,,59.9302127,30.3626953
bicycle_parking,велопарковка,59.9635455,30.4580106
waste_basket,,59.8739598,30.3137458
bench,,59.8797779,30.3184847
bench,,59.8797816,30.3186936
bench,,59.8798435,30.3184773
bench,,59.8798437,30.3185358
bench,,59.8798443,30.3186272
bench,,59.8798472,30.3186862
bench,,59.8799076,30.3184739
bench,,59.8799086,30.3185291
bench,,59.8799099,30.3186198
bench,,59.8799113,30.3186827
bench,,59.8799719,30.3184678
bench,,59.879974,30.318517
bench,,59.879974,30.3186163
bench,,59.8799757,30.3186767
bench,,59.880036,30.3184615
bench,,59.8800384,30.3185183
bench,,59.8800384,30.3186102
bench,,59.8800398,30.3186704
bench,,59.8801004,30.3184555
bench,,59.8801041,30.3186643
waste_disposal,,60.0581711,30.3140358
fast_food,Шаурма,60.0647604,30.3136247
waste_disposal,,60.0604766,30.3157424
waste_disposal,,60.060891,30.3088203
waste_disposal,,60.0614761,30.3111535
waste_disposal,,60.0617833,30.3168417
waste_disposal,,60.0630899,30.3139632
waste_disposal,,60.0643713,30.3099625
waste_disposal,,60.0662463,30.306635
restaurant,Чито Гврито,59.8773656,30.317968
waste_basket,,59.8760256,30.3160785
waste_basket,,59.8760281,30.3162607
bench,,59.8760506,30.3163002
bench,,59.8760535,30.3160519
waste_basket,,59.8760776,30.3160274
waste_basket,,59.8760839,30.3163056
waste_basket,,59.8762679,30.3184444
bench,,59.8762688,30.3184779
waste_basket,,59.8762902,30.3177468
bench,,59.8762911,30.3177802
waste_basket,,59.8763354,30.3175837
waste_basket,,59.8763357,30.3183979
bench,,59.8763397,30.3186368
bench,,59.8763562,30.3175835
bench,,59.8763565,30.3183977
waste_basket,,59.8763569,30.3186353
waste_basket,,59.8764086,30.3176468
bench,,59.8764095,30.3176802
waste_basket,,59.8764117,30.3178127
bench,,59.8764126,30.3178462
bench,,59.8764697,30.3183973
waste_basket,,59.876487,30.3183958
waste_basket,,59.8764956,30.3185549
waste_basket,,59.8764961,30.318479
bench,,59.8764965,30.3185884
waste_basket,,59.8768135,30.3181238
waste_basket,,59.8768661,30.3181188
waste_basket,,59.8770373,30.3175134
bench,,59.8770382,30.3175469
waste_basket,,59.8770783,30.3173425
bench,,59.8770991,30.3173423
waste_basket,,59.8772248,30.3184085
bench,,59.8772257,30.318442
waste_basket,,59.877275,30.3183039
waste_basket,,59.8772794,30.3185403
bench,,59.8772958,30.3183037
bench,,59.8773002,30.3185401
waste_basket,,59.8773653,30.3183021
waste_basket,,59.8773706,30.318535
bench,,59.8773861,30.3183019
bench,,59.8773914,30.3185348
bench,,59.8774472,30.3183981
waste_basket,,59.8774481,30.3184362
waste_basket,,59.8774535,30.3172054
waste_basket,,59.8774606,30.3174939
waste_disposal,,59.877581,30.3179915
waste_basket,,59.8762273,30.3170915
waste_basket,,59.8763766,30.3141447
waste_basket,,59.8764204,30.314378
waste_disposal,,59.8765338,30.3168271
bench,,59.8765373,30.3161448
waste_basket,,59.8765382,30.3160954
bench,,59.8765687,30.3159207
bench,,59.8765874,30.3163275
waste_basket,,59.8765935,30.3159188
bench,,59.8766144,30.3160945
waste_basket,,59.8766144,30.316151
waste_basket,,59.8766175,30.3163275
waste_basket,,59.8767484,30.3142584
waste_basket,,59.8767558,30.3145835
bench,,59.8767732,30.3142557
bench,,59.8767805,30.3145809
bench,,59.8767985,30.314254
bench,,59.8768058,30.3145792
waste_basket,,59.8768232,30.3142521
waste_basket,,59.8768306,30.3145773
waste_basket,,59.8769148,30.3159369
waste_basket,,59.8769148,30.3160251
bench,,59.8771438,30.3143742
kindergarten,Пятнашки,59.9492946,30.5580738
kindergarten,Детский сад №35,59.8720568,30.3278094
dentist,Отделение поликлиники № 12,59.8760077,30.3144348
kindergarten,Студиум,59.8772783,30.3143116
cafe,Чулан,59.8764343,30.3151073
bank,Балтинвестбанк,60.0345366,30.3292948
dentist,Медиана,60.0343787,30.3293202
atm,,60.0345572,30.3293127
police,Участковый пункт полиции,59.9500255,30.4978714
waste_disposal,,59.9499272,30.4976548
cafe,Garden house,59.9659159,30.3380869
bench,,59.8787805,30.3146121
parking_entrance,,59.8788387,30.3138628
waste_basket,,59.8788816,30.3142723
bench,,59.8788824,30.3142345
bench,,59.8789516,30.3145998
waste_basket,,59.8789801,30.3142649
bench,,59.8789809,30.3142271
bench,,59.8790147,30.3145948
bench,,59.8790474,30.3137208
bench,,59.8790683,30.3146674
waste_basket,,59.8790795,30.3137162
bench,,59.8791196,30.3145895
waste_basket,,59.8791362,30.3142576
bench,,59.8791371,30.3142198
bench,,59.8791861,30.3145118
bench,,59.8792302,30.3146599
waste_basket,,59.8792347,30.3142502
bench,,59.8792356,30.3142124
waste_basket,,59.8792486,30.3146597
bench,,59.8792669,30.314657
bench,,59.8793125,30.3137065
waste_basket,,59.8793446,30.3137018
bench,,59.8793575,30.3145723
waste_basket,,59.8793959,30.3142494
bench,,59.8793968,30.3142116
waste_basket,,59.8794944,30.314242
bench,,59.8794947,30.3136966
bench,,59.8794953,30.3142042
waste_basket,,59.8795268,30.313692
waste_basket,,59.8796572,30.3142395
bench,,59.8796581,30.3142017
bench,,59.8797467,30.3136802
waste_basket,,59.8797557,30.3142321
bench,,59.8797566,30.3141943
waste_basket,,59.8797788,30.3136755
waste_basket,,59.8799048,30.3142297
bench,,59.8799056,30.314192
bench,,59.8799919,30.3136587
waste_basket,,59.8800033,30.3142223
bench,,59.8800041,30.3141846
waste_basket,,59.8800239,30.313654
waste_disposal,,59.8801001,30.3145484
waste_basket,,59.880185,30.3142193
bench,,59.8801858,30.3141815
bench,,59.880238,30.3136573
waste_basket,,59.8802701,30.3136527
waste_basket,,59.8804362,30.3142098
bench,,59.880437,30.3141721
waste_basket,,59.8805017,30.3142024
bench,,59.8805026,30.3141647
waste_basket,,59.8806147,30.3141825
bench,,59.8806297,30.3141511
waste_basket,,59.8806576,30.3144207
bench,,59.8806775,30.3150106
bench,,59.880681,30.314769
bench,,59.8806848,30.3144191
bench,,59.8806868,30.3142022
bench,,59.8808257,30.3135571
parking,,60.1110975,30.2606663
bench,,60.1148043,30.2508562
bench,,60.1133088,30.2557962
bench,,60.1146193,30.2559959
parking_entrance,,59.8199848,30.3261725
cafe,Анталия,60.0546232,30.3639787
waste_disposal,,60.0428093,30.3550086
waste_disposal,,60.0438321,30.3715325
waste_disposal,,60.0445547,30.3577267
waste_disposal,,60.045349,30.3664477
waste_disposal,,60.0453864,30.3555818
waste_disposal,,60.0457033,30.3567891
waste_disposal,,60.0502769,30.3622043
waste_disposal,,60.0468918,30.359611
waste_disposal,,60.0473808,30.3573203
waste_disposal,,60.0488991,30.3587435
waste_disposal,,60.0477626,30.3710898
waste_disposal,,60.0478368,30.3689422
waste_disposal,,60.0485361,30.3607338
waste_disposal,,60.0496025,30.3752172
waste_disposal,,60.0500976,30.3568031
waste_disposal,,60.051254,30.369155
waste_disposal,,60.051165,30.3616679
waste_disposal,,60.0526621,30.3616247
waste_disposal,,60.0520869,30.3587958
waste_disposal,,60.052121,30.3745963
waste_disposal,,60.0527661,30.3704726
waste_disposal,,60.05361,30.367433
waste_disposal,,60.0540184,30.360393
bank,Сбербанк,59.931919,30.3559179
pharmacy,Родник здоровья,59.8580224,30.1973186
clinic,Медицинский центр,59.857973,30.1987315
restaurant,Telepizza,59.8579854,30.1974617
cafe,Хомяк,59.8570379,30.1962489
bank,ВТБ24,59.9626946,30.3785859
bank,Сбербанк,60.0505067,30.4458972
restaurant,Свет востока,59.9115333,30.2772962
waste_disposal,,60.1106067,30.2638899
toilets,,60.0628559,30.4937305
cafe,,60.0639468,30.4951585
bench,,59.8298658,30.3308763
bench,,59.8298682,30.3312105
bench,,59.8298736,30.3316596
waste_basket,,59.8298841,30.3319966
waste_basket,,59.8298859,30.3308734
waste_basket,,59.8298883,30.3312076
waste_basket,,59.8298891,30.3324378
waste_basket,,59.829891,30.3327747
waste_basket,,59.8298961,30.3316073
waste_basket,,59.8298993,30.3332116
bench,,59.8299033,30.3319948
waste_basket,,59.8299062,30.3335507
bench,,59.8299082,30.3324359
bench,,59.8299101,30.3327729
waste_basket,,59.8299126,30.3339824
bench,,59.8299184,30.3332097
waste_basket,,59.829922,30.3347587
bench,,59.8299253,30.3335489
bench,,59.8299317,30.3339806
waste_basket,,59.8299376,30.3343624
bench,,59.8299411,30.3347568
bank,Сбербанк,59.9355612,30.3232952
waste_basket,,59.9395148,30.2333758
bicycle_rental,,59.937277,30.2334234
waste_basket,,59.9410969,30.2326236
waste_basket,,59.9399355,30.2331628
waste_basket,,59.9409297,30.2327013
waste_basket,,59.940901,30.2327109
waste_basket,,59.9407023,30.2328004
bicycle_parking,,59.9407338,30.2327841
waste_basket,,59.9408068,30.2327613
bank,Сбербанк,59.9137398,30.2776037
school,Шлиссельбургская художественная школа,59.9383913,31.0410481
bench,,59.9399593,31.0335147
bench,,59.9399818,31.03349
bench,,59.9402312,31.0342863
bench,,59.9402731,31.0342416
waste_disposal,,59.9457239,31.0400695
bench,,59.8289484,30.3279237
bench,,59.828953,30.3283149
waste_basket,,59.8289685,30.3279208
waste_basket,,59.8289731,30.328312
bench,,59.8290429,30.3275627
waste_basket,,59.829043,30.3275258
waste_basket,,59.8290438,30.3275979
bench,,59.8291303,30.3278824
waste_basket,,59.8291483,30.3278822
bench,,59.8291483,30.3280012
waste_basket,,59.8291663,30.328001
bench,,59.8291814,30.3278791
waste_basket,,59.8291995,30.3278789
bench,,59.8292067,30.327998
bench,,59.8292243,30.3275286
waste_basket,,59.8292246,30.3275782
waste_basket,,59.8292247,30.3279977
bench,,59.8292623,30.3301614
bench,,59.8292707,30.3306497
waste_basket,,59.8292824,30.3301585
bench,,59.8292889,30.328037
waste_basket,,59.8292903,30.328075
waste_basket,,59.8292908,30.3306468
waste_basket,,59.8293222,30.3279293
bench,,59.8293382,30.3279295
waste_basket,,59.8293601,30.3281006
bench,,59.829376,30.3281008
bench,,59.8294101,30.3268605
waste_basket,,59.8294102,30.3268216
bench,,59.8296169,30.3268454
waste_basket,,59.829617,30.3268065
waste_basket,,59.8298043,30.3270018
